SK_ID_CURR,p_default,p_approve,y_target
385655,0.010349,0.989651,0
266038,0.036956,0.963044,0
340226,0.104383,0.895617,0
194396,0.031155,0.968845,0
241915,0.078369,0.921631,0
207668,0.325471,0.674529,1
418183,0.010219,0.989781,0
191317,0.016945,0.983055,0
206055,0.011487,0.988513,0
232768,0.007686,0.992314,0
210546,0.028276,0.971724,0
170444,0.010079,0.989921,0
200961,0.156107,0.843893,0
426157,0.120425,0.879575,0
252138,0.031125,0.968875,0
119214,0.063909,0.936091,0
283092,0.042191,0.957809,0
414121,0.021849,0.978151,0
261928,0.016781,0.983219,0
249023,0.009301,0.990699,0
199569,0.007095,0.992905,0
126278,0.010656,0.989344,0
173803,0.018081,0.981919,0
142164,0.014956,0.985044,0
272832,0.0171,0.9829,0
455076,0.082919,0.917081,1
242243,0.018409,0.981591,0
275421,0.111333,0.888667,0
214522,0.013613,0.986387,0
178930,0.013503,0.986497,0
108686,0.109819,0.890181,1
429976,0.036169,0.963831,0
211535,0.040265,0.959735,0
403169,0.010169,0.989831,0
280809,0.188186,0.811814,1
295126,0.122161,0.877839,0
307700,0.037242,0.962758,1
112884,0.024163,0.975837,0
383083,0.027217,0.972783,0
231057,0.104559,0.895441,0
416998,0.012787,0.987213,0
265073,0.077783,0.922217,0
162394,0.024537,0.975463,0
134552,0.085605,0.914395,0
184942,0.010141,0.989859,0
321635,0.022673,0.977327,0
444049,0.077106,0.922894,0
117896,0.135986,0.864014,0
405941,0.071069,0.928931,0
240737,0.077249,0.922751,0
393160,0.006867,0.993133,0
204792,0.1095,0.8905,0
292027,0.022381,0.977619,0
239997,0.039435,0.960565,0
286199,0.007821,0.992179,0
332388,0.022772,0.977228,0
411413,0.12953,0.87047,0
173613,0.152312,0.847688,0
154476,0.05322,0.94678,0
174616,0.081324,0.918676,0
436675,0.100664,0.899336,0
340803,0.005149,0.994851,0
316208,0.007281,0.992719,0
254826,0.052567,0.947433,0
451742,0.006329,0.993672,0
202873,0.005611,0.994388,1
429928,0.025126,0.974874,0
142316,0.047324,0.952676,0
108858,0.037214,0.962786,0
413775,0.019703,0.980297,0
451173,0.044187,0.955813,0
441506,0.037634,0.962366,1
265769,0.00646,0.99354,0
317447,0.106875,0.893125,0
111586,0.214315,0.785685,0
305625,0.04319,0.95681,0
159822,0.183128,0.816872,1
415959,0.030786,0.969214,0
270547,0.17246,0.82754,0
118032,0.028626,0.971374,0
188020,0.01695,0.98305,0
427740,0.027753,0.972247,0
194562,0.067709,0.932291,0
295803,0.005027,0.994973,0
106922,0.052785,0.947215,0
251757,0.00346,0.99654,0
355662,0.029391,0.970609,0
385669,0.060566,0.939434,0
350116,0.096498,0.903502,0
400039,0.053057,0.946943,0
169838,0.015838,0.984162,0
158728,0.014199,0.985801,0
313277,0.085585,0.914415,0
319703,0.011131,0.988869,0
262912,0.205443,0.794557,0
402496,0.0402,0.9598,0
113040,0.0137,0.9863,0
203491,0.037867,0.962133,0
349949,0.136863,0.863137,1
156126,0.01803,0.98197,0
447944,0.004485,0.995515,0
274578,0.036753,0.963247,0
411667,0.039591,0.960409,0
405479,0.054628,0.945372,0
152380,0.092977,0.907024,0
349780,0.028841,0.971159,0
288099,0.057783,0.942217,0
455977,0.037227,0.962773,0
403494,0.076933,0.923067,0
107368,0.037938,0.962062,0
115297,0.071574,0.928426,0
333272,0.205688,0.794312,0
137376,0.041303,0.958697,0
360297,0.0796,0.9204,0
198021,0.119105,0.880895,0
267719,0.013316,0.986684,0
380353,0.006335,0.993665,0
402891,0.060513,0.939487,1
152103,0.022475,0.977525,0
165447,0.153784,0.846216,0
199219,0.021783,0.978217,0
293581,0.049422,0.950578,0
169035,0.031866,0.968134,0
313812,0.033282,0.966718,0
336164,0.045802,0.954198,0
248281,0.045135,0.954865,0
212630,0.030775,0.969225,0
317441,0.018504,0.981496,0
121097,0.075677,0.924323,1
400596,0.008538,0.991462,0
424346,0.15955,0.84045,1
242097,0.009041,0.990959,0
228263,0.01912,0.98088,0
230138,0.029587,0.970413,0
261611,0.020003,0.979997,0
324391,0.009337,0.990663,0
433377,0.04768,0.95232,0
419634,0.027409,0.972591,0
188419,0.136286,0.863714,1
409032,0.018063,0.981937,0
128575,0.031769,0.968231,0
391634,0.015514,0.984486,0
172015,0.272196,0.727804,0
324441,0.048473,0.951527,0
443104,0.336603,0.663397,0
313371,0.038721,0.961279,0
200307,0.130009,0.869991,0
166178,0.046251,0.953749,0
365209,0.034297,0.965703,0
282921,0.047781,0.952219,0
295994,0.01642,0.98358,0
255827,0.043289,0.956711,0
182311,0.035239,0.964761,0
155155,0.123172,0.876828,0
404222,0.008942,0.991058,0
307300,0.021805,0.978195,0
133290,0.019409,0.980591,0
394107,0.029662,0.970338,0
362853,0.123253,0.876747,0
280680,0.019971,0.980029,0
296704,0.106132,0.893868,0
288049,0.045448,0.954552,0
207067,0.020064,0.979936,0
304161,0.178075,0.821925,0
138482,0.13629,0.86371,0
257134,0.004798,0.995202,0
391836,0.091817,0.908183,0
305297,0.005385,0.994615,0
444098,0.100004,0.899996,0
178816,0.065086,0.934914,0
233696,0.078618,0.921382,0
386685,0.109905,0.890095,0
395679,0.0422,0.9578,0
257350,0.10685,0.89315,1
168383,0.033136,0.966864,0
223022,0.023755,0.976245,0
333643,0.117548,0.882452,0
179811,0.04598,0.95402,0
181059,0.046714,0.953286,0
270999,0.030216,0.969784,0
318537,0.09878,0.90122,0
369299,0.054606,0.945394,0
250328,0.041087,0.958913,0
157740,0.029782,0.970218,0
311686,0.017392,0.982608,0
207980,0.033213,0.966787,0
121329,0.035261,0.964739,0
323819,0.069045,0.930955,0
141710,0.036373,0.963627,0
361253,0.011032,0.988968,0
438724,0.024297,0.975703,1
316604,0.086993,0.913007,0
128413,0.031682,0.968318,0
333723,0.064332,0.935668,0
408527,0.047177,0.952823,0
309190,0.071555,0.928445,0
105281,0.074996,0.925004,0
221800,0.079965,0.920035,0
109098,0.065195,0.934805,0
247016,0.016011,0.983989,0
165113,0.056107,0.943893,0
242562,0.029973,0.970027,0
143830,0.043694,0.956306,0
184281,0.014755,0.985245,0
304246,0.016335,0.983665,0
375447,0.053852,0.946148,0
279717,0.015554,0.984446,0
368995,0.107916,0.892084,1
313274,0.103961,0.896039,0
291026,0.121595,0.878405,1
366878,0.037397,0.962603,0
162402,0.022197,0.977803,0
361944,0.081627,0.918373,1
411296,0.039524,0.960476,0
128543,0.019165,0.980835,0
219471,0.010021,0.989979,0
357189,0.008725,0.991275,0
395600,0.034989,0.965011,0
168757,0.029532,0.970468,0
248234,0.026554,0.973446,0
155762,0.042821,0.957179,0
139382,0.013713,0.986287,0
444088,0.034669,0.965331,0
293331,0.032127,0.967873,0
410344,0.114855,0.885145,0
328430,0.029465,0.970535,0
419238,0.05315,0.94685,0
150493,0.017211,0.982789,0
106743,0.01228,0.98772,0
278399,0.036197,0.963803,0
402085,0.280987,0.719013,0
117413,0.087105,0.912895,0
428652,0.123353,0.876647,0
329820,0.115487,0.884513,1
375781,0.020977,0.979023,0
416149,0.066453,0.933547,0
354590,0.190039,0.809961,1
129734,0.043649,0.956351,0
308989,0.017296,0.982704,0
403633,0.187408,0.812592,0
334329,0.008304,0.991696,0
164409,0.029074,0.970926,0
301759,0.024308,0.975692,0
400231,0.281447,0.718553,0
354132,0.039712,0.960288,0
208442,0.028969,0.971031,0
285770,0.028718,0.971282,0
227527,0.019176,0.980824,0
205465,0.097561,0.902439,0
177235,0.09417,0.90583,0
287391,0.145266,0.854734,0
270752,0.013194,0.986806,0
140068,0.233429,0.766571,1
392617,0.077023,0.922978,0
258357,0.103671,0.896329,0
348299,0.025901,0.974099,0
219896,0.083757,0.916243,0
136857,0.029873,0.970127,0
115983,0.156371,0.843628,0
135017,0.114497,0.885503,0
271272,0.013788,0.986212,0
136911,0.014426,0.985574,0
172605,0.026829,0.973171,0
108533,0.023944,0.976056,0
454465,0.01432,0.98568,0
397798,0.016252,0.983748,0
412050,0.17509,0.82491,0
325604,0.078585,0.921415,0
321103,0.054171,0.945829,0
212056,0.133387,0.866612,1
154130,0.049788,0.950212,0
138254,0.017322,0.982678,0
388369,0.155376,0.844624,0
116935,0.015664,0.984336,0
188393,0.128069,0.871931,0
270697,0.065691,0.934309,0
316232,0.089638,0.910362,0
366810,0.015321,0.984679,0
229511,0.06365,0.93635,0
173239,0.006571,0.993429,0
149867,0.033818,0.966182,0
177472,0.121941,0.878059,0
407379,0.117055,0.882945,0
406230,0.185812,0.814188,0
148041,0.007424,0.992576,0
315138,0.0249,0.9751,0
172985,0.101027,0.898973,0
340199,0.003998,0.996002,0
310325,0.099838,0.900162,0
443366,0.040374,0.959626,0
382693,0.029233,0.970767,0
161706,0.161895,0.838105,0
306885,0.117475,0.882525,1
164486,0.014064,0.985936,0
270899,0.027666,0.972334,0
140057,0.017285,0.982715,0
390630,0.07376,0.92624,0
312444,0.054371,0.945629,0
226043,0.074395,0.925605,0
341411,0.125223,0.874777,0
100703,0.01519,0.98481,0
141002,0.016926,0.983074,0
324763,0.009712,0.990288,0
395510,0.083068,0.916932,0
218549,0.011632,0.988368,0
358100,0.0631,0.9369,0
319503,0.115774,0.884226,0
217490,0.011449,0.988551,0
436604,0.033617,0.966383,0
200956,0.048212,0.951788,0
219419,0.040517,0.959483,0
327976,0.351703,0.648297,0
214829,0.039782,0.960218,0
433349,0.042191,0.957809,0
314347,0.028098,0.971902,0
123636,0.055699,0.944302,0
402315,0.032574,0.967426,0
153434,0.015469,0.984531,0
219093,0.075796,0.924204,0
203733,0.038275,0.961725,0
378779,0.039877,0.960123,0
227034,0.046189,0.953811,0
385996,0.014104,0.985896,0
232645,0.172335,0.827664,0
232490,0.101747,0.898253,0
167169,0.063525,0.936475,0
422757,0.013494,0.986506,0
113615,0.006294,0.993706,0
379307,0.02344,0.97656,0
306152,0.057844,0.942156,0
388410,0.021103,0.978897,0
298103,0.090368,0.909632,0
317683,0.014454,0.985546,0
256253,0.040365,0.959635,0
215411,0.038863,0.961137,0
154671,0.213448,0.786552,0
319283,0.046213,0.953787,0
407017,0.010243,0.989757,0
160547,0.043601,0.956399,0
341193,0.005994,0.994006,0
215284,0.0874,0.9126,0
243880,0.026642,0.973358,0
284119,0.301238,0.698762,0
227498,0.034929,0.965071,0
271574,0.183616,0.816384,0
451185,0.008128,0.991872,0
243961,0.019546,0.980454,0
417521,0.070038,0.929962,0
289992,0.013568,0.986432,0
348373,0.010847,0.989153,0
418638,0.046167,0.953833,0
156448,0.02582,0.97418,0
170653,0.102631,0.897369,1
307734,0.006355,0.993645,0
216540,0.03435,0.96565,0
396127,0.044962,0.955038,0
453360,0.011272,0.988728,0
386239,0.013807,0.986193,0
170903,0.128861,0.871139,0
211093,0.102516,0.897484,0
431769,0.011069,0.988931,0
323865,0.084924,0.915076,0
127789,0.032884,0.967116,0
375210,0.031582,0.968418,0
116887,0.042428,0.957572,0
420682,0.338172,0.661828,1
291780,0.165295,0.834705,0
354683,0.069882,0.930118,0
165829,0.03123,0.96877,0
146709,0.163049,0.836951,0
359150,0.048012,0.951988,0
131085,0.05643,0.94357,0
154581,0.118173,0.881827,1
357260,0.078151,0.921849,0
249402,0.02422,0.97578,0
158161,0.096768,0.903232,1
218438,0.007868,0.992132,0
423880,0.143853,0.856147,0
192500,0.266872,0.733128,1
423036,0.090299,0.909701,0
392823,0.03312,0.96688,0
358181,0.028389,0.971611,0
146299,0.024266,0.975734,0
356204,0.185762,0.814238,0
167796,0.022705,0.977295,0
339866,0.104625,0.895376,0
310336,0.006452,0.993548,0
227263,0.150507,0.849493,0
262215,0.085734,0.914266,0
340244,0.063785,0.936215,0
103917,0.07465,0.92535,1
405416,0.036486,0.963514,0
324292,0.035832,0.964168,0
141460,0.033977,0.966023,0
186081,0.028584,0.971416,0
249902,0.075192,0.924808,0
368148,0.023283,0.976716,0
352727,0.050348,0.949652,0
450562,0.059214,0.940786,1
290853,0.120729,0.879271,0
178492,0.124528,0.875472,0
199134,0.025479,0.974521,0
230901,0.019603,0.980397,0
215747,0.043967,0.956033,0
163364,0.044717,0.955283,0
219104,0.004763,0.995237,0
245458,0.053447,0.946553,0
267646,0.04867,0.95133,0
453315,0.03111,0.96889,0
372569,0.002796,0.997204,0
295487,0.076496,0.923504,0
126857,0.140223,0.859777,0
373951,0.109555,0.890445,0
406511,0.024324,0.975676,0
153528,0.062623,0.937377,0
207400,0.057314,0.942686,1
185484,0.032451,0.96755,0
265842,0.111143,0.888857,0
366141,0.052116,0.947884,0
443815,0.009228,0.990772,0
160425,0.033433,0.966567,1
425800,0.009584,0.990416,0
424054,0.025655,0.974345,0
389031,0.012467,0.987533,1
303985,0.064183,0.935817,0
297102,0.065154,0.934846,0
249425,0.046117,0.953883,0
130761,0.027526,0.972474,0
197900,0.188125,0.811874,0
179242,0.033766,0.966234,0
399042,0.370807,0.629193,0
443421,0.08232,0.91768,0
380642,0.007178,0.992822,0
101781,0.058121,0.941879,0
338402,0.038156,0.961844,0
231655,0.075794,0.924206,0
331747,0.061971,0.938029,0
276236,0.139942,0.860058,0
277993,0.275081,0.724919,1
187840,0.007362,0.992638,0
454545,0.016244,0.983756,0
396439,0.025483,0.974517,0
185524,0.323114,0.676886,1
270649,0.096172,0.903828,0
238016,0.01333,0.98667,0
198563,0.155622,0.844378,0
351955,0.022132,0.977868,0
437410,0.090827,0.909173,0
109076,0.080949,0.919051,0
216588,0.093578,0.906422,0
438675,0.089517,0.910483,0
294285,0.043287,0.956713,0
349585,0.153119,0.846881,1
379445,0.18844,0.81156,0
371070,0.036937,0.963063,0
400043,0.007927,0.992073,0
149177,0.019814,0.980186,0
191714,0.045207,0.954793,0
406944,0.047187,0.952813,0
420179,0.027701,0.972299,0
276553,0.01213,0.98787,0
284556,0.241491,0.758509,1
347372,0.078221,0.921779,0
197550,0.018245,0.981755,0
273963,0.281886,0.718114,0
126793,0.056898,0.943102,0
125914,0.014709,0.985291,0
320971,0.137269,0.86273,0
250152,0.022918,0.977082,0
425250,0.098145,0.901856,0
183190,0.015247,0.984753,0
248164,0.098944,0.901056,0
288985,0.035916,0.964084,1
336546,0.031005,0.968995,0
188972,0.256029,0.743971,0
226148,0.015527,0.984473,0
448233,0.011655,0.988345,0
449590,0.040692,0.959308,0
324784,0.028109,0.971891,0
116487,0.020516,0.979484,0
338376,0.152674,0.847326,0
319028,0.04225,0.95775,1
386873,0.184332,0.815668,1
263772,0.0278,0.9722,0
367445,0.044565,0.955435,0
280396,0.014498,0.985502,0
135029,0.19746,0.80254,0
197615,0.120995,0.879005,0
210298,0.078111,0.921889,0
455417,0.01369,0.98631,0
145853,0.123912,0.876088,0
298362,0.087549,0.912451,0
222124,0.109718,0.890282,0
102042,0.059207,0.940793,0
212564,0.052092,0.947908,0
358280,0.042164,0.957836,0
223232,0.020189,0.979811,0
120312,0.157801,0.842198,0
365433,0.010737,0.989263,0
367354,0.200921,0.799079,0
118662,0.029332,0.970668,0
425882,0.045401,0.954599,0
388517,0.301115,0.698885,0
145043,0.030252,0.969748,0
327157,0.041189,0.958811,0
211503,0.040113,0.959887,0
250041,0.021974,0.978026,0
277903,0.014815,0.985185,0
206189,0.021426,0.978574,0
427461,0.07346,0.92654,0
221294,0.265317,0.734683,1
438237,0.070301,0.929699,0
171627,0.040023,0.959977,0
409505,0.023462,0.976538,0
355822,0.023021,0.976979,0
116407,0.028318,0.971682,0
134990,0.007167,0.992833,0
222601,0.007956,0.992044,0
431066,0.018248,0.981752,0
444818,0.113878,0.886122,1
274276,0.072962,0.927038,0
117320,0.049762,0.950238,0
417098,0.019649,0.980351,0
184969,0.01543,0.98457,0
130725,0.011582,0.988418,0
404169,0.052758,0.947242,0
332251,0.031521,0.968479,0
301063,0.012457,0.987543,0
323163,0.101049,0.898951,0
136861,0.049654,0.950346,0
118673,0.019929,0.980071,0
345698,0.018082,0.981918,0
288235,0.226782,0.773218,0
269354,0.038788,0.961212,0
317002,0.210345,0.789655,0
234125,0.056842,0.943158,0
228938,0.030402,0.969598,0
139835,0.241069,0.758931,0
368939,0.017921,0.982079,0
375535,0.033405,0.966595,0
218076,0.068502,0.931498,0
337453,0.025646,0.974354,0
264432,0.165219,0.834781,0
167802,0.041594,0.958406,0
137213,0.010256,0.989744,0
417646,0.154673,0.845327,0
285641,0.008281,0.991719,0
419296,0.099925,0.900075,0
393426,0.230125,0.769875,0
316073,0.02504,0.97496,0
117203,0.044459,0.955541,0
159302,0.01114,0.98886,0
451118,0.019459,0.980541,0
279485,0.124396,0.875604,0
206128,0.025723,0.974277,0
237811,0.062592,0.937408,0
119245,0.043297,0.956703,0
180562,0.043056,0.956944,0
333632,0.027658,0.972342,0
165859,0.013465,0.986535,0
393098,0.016845,0.983155,0
371339,0.099116,0.900884,0
361307,0.136782,0.863218,0
373092,0.142913,0.857087,1
226293,0.029285,0.970715,0
232062,0.022618,0.977382,1
228949,0.132091,0.867909,0
261496,0.050021,0.949979,0
409470,0.029765,0.970235,0
321088,0.199154,0.800846,0
363894,0.057556,0.942444,0
302203,0.098834,0.901166,0
330114,0.052826,0.947174,0
394149,0.039733,0.960267,0
347645,0.421322,0.578678,1
144122,0.022091,0.977909,0
172787,0.136604,0.863396,0
437434,0.008044,0.991956,0
156222,0.052371,0.947629,0
387097,0.334192,0.665808,1
361598,0.009115,0.990886,0
303736,0.026833,0.973167,0
358903,0.098916,0.901084,0
217939,0.092167,0.907832,0
176001,0.005067,0.994933,0
264342,0.078792,0.921208,0
312356,0.036602,0.963398,0
333131,0.025534,0.974466,0
441485,0.012004,0.987996,0
344966,0.044423,0.955577,0
368900,0.027377,0.972623,0
454552,0.031462,0.968538,0
444594,0.01252,0.98748,0
273821,0.071051,0.928949,0
206826,0.028744,0.971256,0
385767,0.043174,0.956826,0
107236,0.041831,0.958169,0
227588,0.144999,0.855001,0
418420,0.019367,0.980633,0
199639,0.031421,0.968579,0
171136,0.038654,0.961346,0
370966,0.042298,0.957702,0
387299,0.063912,0.936088,0
126283,0.121425,0.878575,0
339115,0.163224,0.836776,0
387074,0.034472,0.965528,0
344156,0.294057,0.705943,0
389880,0.067066,0.932934,0
372492,0.058801,0.941199,0
366635,0.017786,0.982214,0
168561,0.156201,0.843799,0
442901,0.042661,0.957339,0
429090,0.050036,0.949964,0
118746,0.070727,0.929273,0
394185,0.038558,0.961442,0
359899,0.16572,0.83428,0
445019,0.006489,0.993511,0
177080,0.031538,0.968462,0
322848,0.07739,0.92261,0
301255,0.083476,0.916524,0
387221,0.046344,0.953656,0
265605,0.025005,0.974995,0
175174,0.010891,0.989108,0
411540,0.038731,0.961269,0
299153,0.023139,0.976861,0
429946,0.021197,0.978803,0
370395,0.017799,0.982201,0
267883,0.103992,0.896008,0
117763,0.024667,0.975333,0
272282,0.074437,0.925563,1
117057,0.035876,0.964124,0
175539,0.045033,0.954967,0
275432,0.021876,0.978124,0
147068,0.122768,0.877232,0
387732,0.066269,0.933731,0
305095,0.171619,0.828381,0
451295,0.050928,0.949072,0
348685,0.008484,0.991516,0
152097,0.024039,0.975961,0
437027,0.005863,0.994137,0
385708,0.08345,0.91655,0
185411,0.101611,0.898388,0
217265,0.037482,0.962518,0
236063,0.02549,0.97451,0
432643,0.008351,0.991649,0
287947,0.00846,0.99154,0
311390,0.138179,0.861821,0
140260,0.207673,0.792327,0
264355,0.089214,0.910786,0
221304,0.031127,0.968873,0
455652,0.105191,0.894809,0
235446,0.011529,0.988471,0
380446,0.021247,0.978753,0
290267,0.055846,0.944154,0
316921,0.042584,0.957416,0
248917,0.041647,0.958353,1
430723,0.039513,0.960487,0
215852,0.077314,0.922686,0
379750,0.028409,0.971591,0
397561,0.026728,0.973272,0
369483,0.015451,0.984549,0
266205,0.026581,0.973419,0
252943,0.02649,0.97351,0
211814,0.020493,0.979508,0
453788,0.01144,0.98856,0
271520,0.090537,0.909462,0
270714,0.182101,0.817899,0
368533,0.019178,0.980822,0
374100,0.042455,0.957545,1
377577,0.134895,0.865105,0
403905,0.051356,0.948644,0
220460,0.321199,0.678801,1
227718,0.022882,0.977118,0
112680,0.029852,0.970148,0
279946,0.052832,0.947168,0
202901,0.188652,0.811348,0
297512,0.027977,0.972023,0
167842,0.33355,0.66645,1
230557,0.059258,0.940742,0
177095,0.087839,0.912161,0
123418,0.065181,0.934819,0
253126,0.005889,0.994111,0
445335,0.082713,0.917287,0
447792,0.05337,0.94663,0
217878,0.05072,0.94928,0
105661,0.031733,0.968267,0
248668,0.015191,0.984809,0
234909,0.008579,0.991421,0
308049,0.057424,0.942576,0
170573,0.019128,0.980872,0
256662,0.183914,0.816086,0
399951,0.029881,0.970119,0
420032,0.107751,0.892249,0
391026,0.02425,0.97575,0
257111,0.019634,0.980366,0
152663,0.230383,0.769617,1
142425,0.127325,0.872675,1
198555,0.211926,0.788074,0
441389,0.039621,0.960379,0
446042,0.027696,0.972304,0
132067,0.134137,0.865863,0
402679,0.025548,0.974452,0
318366,0.081784,0.918216,0
402239,0.021581,0.978419,0
369007,0.029464,0.970536,1
135514,0.076167,0.923833,0
417902,0.031765,0.968235,0
386997,0.047554,0.952446,0
242462,0.037399,0.962601,0
411326,0.026447,0.973553,0
220845,0.039082,0.960918,0
452463,0.024622,0.975378,0
422273,0.018921,0.981079,0
385383,0.099327,0.900673,0
350637,0.015039,0.984962,0
436877,0.027015,0.972985,0
218557,0.097259,0.902741,0
396783,0.077206,0.922794,0
207160,0.037899,0.962101,0
184738,0.022714,0.977286,0
252872,0.016833,0.983166,1
206085,0.063803,0.936197,0
289128,0.155682,0.844318,0
276152,0.028584,0.971416,0
398517,0.023665,0.976335,0
298389,0.1857,0.8143,0
202413,0.052904,0.947096,0
432220,0.072905,0.927095,0
159685,0.029695,0.970305,0
454236,0.103809,0.896191,0
372204,0.069404,0.930596,0
414599,0.027513,0.972487,0
190051,0.012296,0.987704,0
305995,0.042741,0.957259,0
387738,0.061067,0.938933,0
155098,0.058466,0.941534,0
355690,0.08591,0.91409,0
191397,0.009068,0.990932,0
179096,0.008033,0.991967,0
136900,0.01571,0.98429,0
167702,0.018216,0.981784,0
291004,0.316434,0.683566,0
337575,0.046086,0.953914,0
124547,0.152543,0.847457,0
235964,0.058186,0.941814,0
406876,0.019179,0.980821,0
437331,0.050147,0.949853,0
257804,0.033747,0.966253,0
285693,0.060039,0.939961,1
229915,0.021813,0.978187,0
188437,0.008299,0.991702,0
156253,0.007291,0.992709,0
331617,0.012368,0.987632,0
268595,0.016284,0.983716,0
138217,0.180435,0.819565,0
424727,0.06182,0.93818,0
186849,0.028818,0.971182,0
132257,0.008082,0.991918,0
343913,0.043738,0.956262,0
282296,0.054698,0.945302,0
128750,0.039881,0.960119,0
171068,0.019569,0.980431,0
441117,0.042766,0.957234,0
437030,0.013043,0.986958,0
172610,0.055357,0.944643,0
372598,0.007331,0.992669,0
371135,0.084556,0.915444,0
280978,0.021653,0.978347,0
221934,0.131232,0.868768,0
120959,0.020169,0.979831,0
433616,0.088087,0.911913,0
368183,0.026478,0.973522,0
250699,0.163318,0.836682,0
345829,0.023211,0.976789,0
224531,0.021074,0.978926,0
448756,0.061163,0.938837,0
168306,0.144964,0.855036,0
189849,0.031801,0.968199,0
407320,0.189857,0.810143,0
432423,0.131827,0.868173,0
155943,0.034379,0.965621,0
199501,0.027175,0.972825,0
417751,0.068002,0.931998,0
195513,0.085702,0.914298,0
283599,0.033921,0.966079,0
455634,0.028749,0.971251,0
390258,0.191053,0.808947,0
157274,0.282842,0.717158,1
201071,0.037145,0.962855,0
247326,0.018199,0.981801,0
288162,0.007228,0.992772,0
372855,0.01452,0.98548,0
240961,0.070989,0.929011,1
173534,0.087194,0.912806,1
183781,0.038176,0.961824,0
151414,0.020594,0.979406,0
453032,0.022791,0.977209,0
246150,0.184766,0.815234,0
179934,0.006442,0.993558,0
421607,0.071418,0.928582,0
288654,0.052429,0.947571,0
164979,0.02876,0.97124,0
426942,0.083363,0.916637,1
103509,0.064243,0.935757,0
194780,0.00756,0.99244,0
445848,0.008268,0.991732,0
370557,0.036782,0.963218,0
372017,0.048554,0.951446,0
177757,0.087848,0.912152,0
282276,0.067441,0.932559,0
150009,0.038961,0.961039,0
104871,0.018153,0.981847,0
229372,0.030199,0.969801,0
261809,0.013398,0.986602,0
247637,0.203521,0.796479,0
213355,0.034655,0.965345,0
305694,0.074018,0.925982,0
230846,0.021255,0.978745,0
263891,0.003351,0.996649,0
158586,0.009247,0.990753,0
220712,0.243578,0.756422,1
288435,0.03939,0.96061,0
240567,0.071644,0.928356,0
164687,0.04332,0.95668,0
173705,0.125804,0.874196,0
367909,0.019941,0.980059,0
177252,0.149775,0.850225,0
435439,0.04221,0.95779,0
376866,0.062939,0.937061,1
225354,0.015602,0.984398,0
153325,0.008574,0.991426,0
132309,0.01868,0.98132,0
131590,0.068916,0.931084,0
113274,0.077083,0.922917,0
399354,0.061622,0.938378,0
299304,0.061318,0.938682,0
277751,0.021937,0.978063,0
389986,0.052858,0.947142,0
449992,0.056917,0.943083,0
208152,0.113783,0.886217,0
178044,0.017827,0.982173,0
132802,0.04549,0.95451,0
137226,0.027595,0.972405,0
450938,0.052358,0.947642,0
450597,0.040515,0.959485,0
367146,0.117364,0.882636,0
236389,0.065036,0.934964,0
325750,0.039797,0.960203,0
305576,0.018722,0.981278,0
261832,0.027609,0.972391,0
296318,0.012055,0.987945,0
165461,0.109447,0.890552,1
316588,0.042605,0.957395,1
388719,0.083736,0.916264,0
324945,0.041874,0.958126,0
158668,0.099996,0.900004,0
235945,0.01939,0.98061,0
150546,0.00609,0.99391,0
209890,0.022704,0.977296,0
307535,0.027829,0.972171,0
131673,0.060299,0.939701,1
198750,0.022911,0.977089,0
406213,0.081626,0.918374,0
404246,0.025289,0.974711,0
324186,0.18329,0.81671,0
227127,0.032344,0.967656,0
396116,0.016029,0.983971,0
290677,0.035866,0.964134,0
369459,0.026627,0.973373,0
317654,0.191351,0.808649,0
442379,0.068071,0.93193,0
396101,0.147395,0.852605,0
187736,0.017668,0.982332,0
152134,0.016844,0.983156,0
398267,0.162604,0.837396,0
228173,0.009383,0.990617,0
268124,0.039054,0.960946,0
106772,0.012087,0.987913,0
138487,0.006607,0.993392,0
304099,0.031682,0.968318,0
449679,0.04888,0.95112,0
448129,0.016018,0.983982,0
310478,0.030602,0.969398,0
237043,0.079425,0.920575,0
357375,0.069129,0.930871,0
249192,0.019243,0.980757,0
162183,0.105109,0.894891,0
207521,0.015343,0.984656,0
203024,0.004959,0.995041,0
337797,0.011841,0.988159,0
455122,0.01974,0.98026,0
398494,0.03428,0.96572,0
323102,0.013777,0.986223,0
207851,0.002794,0.997206,0
246130,0.011965,0.988035,0
167688,0.006625,0.993375,0
131451,0.013674,0.986326,0
136127,0.044073,0.955927,0
142959,0.056406,0.943594,0
408552,0.007453,0.992547,0
298081,0.009246,0.990754,0
438852,0.175299,0.824701,0
374372,0.012312,0.987688,0
354569,0.052673,0.947327,0
380294,0.016565,0.983435,0
346955,0.009307,0.990693,0
112461,0.02993,0.97007,0
427322,0.081854,0.918146,0
243370,0.086278,0.913722,0
326491,0.101291,0.898709,0
398381,0.016263,0.983737,0
441959,0.029424,0.970576,0
131927,0.024365,0.975635,0
225239,0.012474,0.987526,1
203985,0.08107,0.91893,0
207716,0.139779,0.860221,0
429369,0.261665,0.738335,0
355722,0.196263,0.803737,0
151040,0.029203,0.970797,0
282266,0.034146,0.965854,0
413557,0.035966,0.964034,0
209650,0.08998,0.91002,0
416327,0.100638,0.899362,0
196315,0.014957,0.985043,0
281807,0.094243,0.905757,0
255087,0.128708,0.871292,0
171560,0.150048,0.849952,0
372918,0.083531,0.916469,0
368412,0.011878,0.988122,0
154618,0.042164,0.957836,0
453210,0.026926,0.973074,1
